sn1998dx   0.0537 0.0537 0.000 36.45590591 0.26835117 0.00 0.00 0.00 0.00 0.00 0.00 0.00
sn1998co   0.0170 0.0170 0.000 34.26779938 0.29091081 0.00 0.00 0.00 0.00 0.00 0.00 0.00
sn1998ab   0.0279 0.0279 0.000 35.03401947 0.27300805 0.00 0.00 0.00 0.00 0.00 0.00 0.00
sn1998v    0.0172 0.0172 0.000 34.18604279 0.29325891 0.00 0.00 0.00 0.00 0.00 0.00 0.00
sn1997dg   0.0300 0.0300 0.000 35.95895004 0.27386647 0.00 0.00 0.00 0.00 0.00 0.00 0.00
sn1997y    0.0166 0.0166 0.000 34.37640381 0.29236820 0.00 0.00 0.00 0.00 0.00 0.00 0.00
sn1999aa   0.0150 0.0150 0.000 34.09599686 0.14590448 0.00 0.00 0.00 0.00 0.00 0.00 0.00
sn1999ao   0.0544 0.0544 0.000 36.96861267 0.07719346 0.00 0.00 0.00 0.00 0.00 0.00 0.00
sn1999ar   0.1561 0.1561 0.000 39.29445648 0.05996639 0.00 0.00 0.00 0.00 0.00 0.00 0.00
sn1999aw   0.0393 0.0393 0.000 36.30552673 0.07174978 0.00 0.00 0.00 0.00 0.00 0.00 0.00
sn1999bi   0.1241 0.1241 0.000 38.81001282 0.07159717 0.00 0.00 0.00 0.00 0.00 0.00 0.00
sn1999bm   0.1441 0.1441 0.000 39.05282211 0.06344356 0.00 0.00 0.00 0.00 0.00 0.00 0.00
sn1999bn   0.1299 0.1299 0.000 38.99561310 0.06318229 0.00 0.00 0.00 0.00 0.00 0.00 0.00
sn1999bp   0.0784 0.0784 0.000 37.78100586 0.06811537 0.00 0.00 0.00 0.00 0.00 0.00 0.00
sn1996h    0.6200 0.6200 0.000 43.20662308 0.37432167 0.00 0.00 0.00 0.00 0.00 0.00 0.00
sn1996i    0.5700 0.5700 0.000 42.62995148 0.32939714 0.00 0.00 0.00 0.00 0.00 0.00 0.00
sn1996j    0.3000 0.3000 0.000 40.90685654 0.32266146 0.00 0.00 0.00 0.00 0.00 0.00 0.00
sn1996k    0.3800 0.3800 0.000 41.98144913 0.29467499 0.00 0.00 0.00 0.00 0.00 0.00 0.00
sn1996u    0.4300 0.4300 0.000 42.28653336 0.35394430 0.00 0.00 0.00 0.00 0.00 0.00 0.00
sn1995ao   0.2400 0.2400 0.000 40.92039490 0.60469151 0.00 0.00 0.00 0.00 0.00 0.00 0.00
sn1995ap   0.3000 0.3000 0.000 40.15245438 0.46318075 0.00 0.00 0.00 0.00 0.00 0.00 0.00
sn1996t    0.2400 0.2400 0.000 40.89415359 0.28150859 0.00 0.00 0.00 0.00 0.00 0.00 0.00
sn1997ce   0.4400 0.4400 0.000 42.01895523 0.29091242 0.00 0.00 0.00 0.00 0.00 0.00 0.00
sn1997cj   0.5000 0.5000 0.000 42.42511749 0.28503221 0.00 0.00 0.00 0.00 0.00 0.00 0.00
sn1997ck   0.9700 0.9700 0.000 43.08418655 0.74258214 0.00 0.00 0.00 0.00 0.00 0.00 0.00
sn1995k    0.4790 0.4790 0.000 42.25932693 0.30535334 0.00 0.00 0.00 0.00 0.00 0.00 0.00
sn1997ap   0.8300 0.8300 0.000 43.49348831 0.37209803 0.00 0.00 0.00 0.00 0.00 0.00 0.00
sn1997am   0.4160 0.4160 0.000 42.04220963 0.43961209 0.00 0.00 0.00 0.00 0.00 0.00 0.00
sn1997aj   0.5810 0.5810 0.000 41.98048019 0.42258173 0.00 0.00 0.00 0.00 0.00 0.00 0.00
sn1997ai   0.4500 0.4500 0.000 41.79652786 0.36790010 0.00 0.00 0.00 0.00 0.00 0.00 0.00
sn1997af   0.5790 0.5790 0.000 43.11027145 0.56240320 0.00 0.00 0.00 0.00 0.00 0.00 0.00
sn1997ac   0.3200 0.3200 0.000 41.18854904 0.33969080 0.00 0.00 0.00 0.00 0.00 0.00 0.00
sn1997r    0.6570 0.6570 0.000 43.08129501 0.54944444 0.00 0.00 0.00 0.00 0.00 0.00 0.00
sn1997p    0.4720 0.4720 0.000 42.09907150 0.46999475 0.00 0.00 0.00 0.00 0.00 0.00 0.00
sn1997o    0.3740 0.3740 0.000 43.11534119 0.69441760 0.00 0.00 0.00 0.00 0.00 0.00 0.00
sn1997h    0.5260 0.5260 0.000 42.01330948 0.40247345 0.00 0.00 0.00 0.00 0.00 0.00 0.00
sn1997g    0.7630 0.7630 0.000 44.36571121 0.88546628 0.00 0.00 0.00 0.00 0.00 0.00 0.00
sn1997f    0.5800 0.5800 0.000 42.93988037 0.39514276 0.00 0.00 0.00 0.00 0.00 0.00 0.00
sn1996cn   0.4300 0.4300 0.000 41.88998032 0.39329332 0.00 0.00 0.00 0.00 0.00 0.00 0.00
sn1996cm   0.4500 0.4500 0.000 42.28251266 0.42265034 0.00 0.00 0.00 0.00 0.00 0.00 0.00
sn1996cl   0.8280 0.8280 0.000 44.20301819 0.61191815 0.00 0.00 0.00 0.00 0.00 0.00 0.00
sn1996ck   0.6560 0.6560 0.000 43.18155289 0.52870810 0.00 0.00 0.00 0.00 0.00 0.00 0.00
sn1996ci   0.4950 0.4950 0.000 42.12050247 0.39827409 0.00 0.00 0.00 0.00 0.00 0.00 0.00
sn1996cg   0.4900 0.4900 0.000 41.82171249 0.35525122 0.00 0.00 0.00 0.00 0.00 0.00 0.00
sn1996cf   0.5700 0.5700 0.000 42.74257278 0.39543888 0.00 0.00 0.00 0.00 0.00 0.00 0.00
sn1995ba   0.3880 0.3880 0.000 42.09697342 0.37073430 0.00 0.00 0.00 0.00 0.00 0.00 0.00
sn1995az   0.4500 0.4500 0.000 42.21281815 0.37725621 0.00 0.00 0.00 0.00 0.00 0.00 0.00
sn1995ay   0.4800 0.4800 0.000 42.12662506 0.40349042 0.00 0.00 0.00 0.00 0.00 0.00 0.00
sn1995ax   0.6150 0.6150 0.000 42.61087418 0.52086473 0.00 0.00 0.00 0.00 0.00 0.00 0.00
sn1995aw   0.4000 0.4000 0.000 42.10776901 0.38204360 0.00 0.00 0.00 0.00 0.00 0.00 0.00
sn1995at   0.6550 0.6550 0.000 42.33050919 0.49624619 0.00 0.00 0.00 0.00 0.00 0.00 0.00
sn1995as   0.4980 0.4980 0.000 43.02961349 0.45117986 0.00 0.00 0.00 0.00 0.00 0.00 0.00
sn1995ar   0.4650 0.4650 0.000 41.83756638 0.67774069 0.00 0.00 0.00 0.00 0.00 0.00 0.00
sn1995aq   0.4530 0.4530 0.000 42.68558502 0.38854754 0.00 0.00 0.00 0.00 0.00 0.00 0.00
sn1994g    0.4250 0.4250 0.000 41.30108261 0.36645362 0.00 0.00 0.00 0.00 0.00 0.00 0.00
sn1999fw   0.2780 0.2780 0.000 40.67297745 0.20573369 0.00 0.00 0.00 0.00 0.00 0.00 0.00
sn1999fn   0.4770 0.4770 0.000 42.00716782 0.14950354 0.00 0.00 0.00 0.00 0.00 0.00 0.00
sn1999fm   0.9500 0.9500 0.000 43.69726181 0.27443787 0.00 0.00 0.00 0.00 0.00 0.00 0.00
sn1999fk   1.0570 1.0570 0.000 44.07873917 0.21158442 0.00 0.00 0.00 0.00 0.00 0.00 0.00
sn1999fj   0.8160 0.8160 0.000 43.79512405 0.42398062 0.00 0.00 0.00 0.00 0.00 0.00 0.00
sn1999ff   0.4550 0.4550 0.000 42.35221481 0.23911159 0.00 0.00 0.00 0.00 0.00 0.00 0.00
sn2002ad   0.5140 0.5140 0.000 42.42754745 0.42758030 0.00 0.00 0.00 0.00 0.00 0.00 0.00
sn2002ab   0.4230 0.4230 0.000 41.61419296 0.23954812 0.00 0.00 0.00 0.00 0.00 0.00 0.00
sn2002aa   0.9460 0.9460 0.000 43.15974808 0.80674112 0.00 0.00 0.00 0.00 0.00 0.00 0.00
sn2002x    0.8590 0.8590 0.000 44.02281189 0.30411160 0.00 0.00 0.00 0.00 0.00 0.00 0.00
sn2002w    1.0310 1.0310 0.000 42.17615891 1.28660178 0.00 0.00 0.00 0.00 0.00 0.00 0.00
sn2001kd   0.9360 0.9360 0.000 44.14888763 0.51833093 0.00 0.00 0.00 0.00 0.00 0.00 0.00
sn2001jp   0.5280 0.5280 0.000 42.35287857 0.24074805 0.00 0.00 0.00 0.00 0.00 0.00 0.00
sn2001jn   0.6450 0.6450 0.000 44.03537369 0.96415257 0.00 0.00 0.00 0.00 0.00 0.00 0.00
sn2001jm   0.9780 0.9780 0.000 43.65264893 0.31296611 0.00 0.00 0.00 0.00 0.00 0.00 0.00
sn2001jh   0.8850 0.8850 0.000 44.17899704 0.46646172 0.00 0.00 0.00 0.00 0.00 0.00 0.00
sn2001jf   0.8150 0.8150 0.000 44.13470840 0.91948432 0.00 0.00 0.00 0.00 0.00 0.00 0.00
sn2001iy   0.5680 0.5680 0.000 42.56101608 0.29330924 0.00 0.00 0.00 0.00 0.00 0.00 0.00
sn2001ix   0.7110 0.7110 0.000 43.24912643 0.24890807 0.00 0.00 0.00 0.00 0.00 0.00 0.00
sn2001iw   0.3396 0.3396 0.000 41.10227203 0.25955340 0.00 0.00 0.00 0.00 0.00 0.00 0.00
sn2001iv   0.3965 0.3965 0.000 41.40840912 0.24055295 0.00 0.00 0.00 0.00 0.00 0.00 0.00
sn2001hy   0.8120 0.8120 0.000 43.81332016 0.28293693 0.00 0.00 0.00 0.00 0.00 0.00 0.00
sn2001hx   0.7990 0.7990 0.000 43.16833496 0.27444890 0.00 0.00 0.00 0.00 0.00 0.00 0.00
sn2001hu   0.8820 0.8820 0.000 42.93332291 0.32484743 0.00 0.00 0.00 0.00 0.00 0.00 0.00
sn2001hs   0.8330 0.8330 0.000 43.40736771 0.34734961 0.00 0.00 0.00 0.00 0.00 0.00 0.00
sn2001fs   0.8740 0.8740 0.000 43.38658142 0.46230838 0.00 0.00 0.00 0.00 0.00 0.00 0.00
sn2001fo   0.7720 0.7720 0.000 43.43548584 0.26341701 0.00 0.00 0.00 0.00 0.00 0.00 0.00
sn2000fr   0.5430 0.5430 0.000 42.39192200 0.13520044 0.00 0.00 0.00 0.00 0.00 0.00 0.00
sn1998bi   0.7500 0.7500 0.000 43.16726685 0.13552395 0.00 0.00 0.00 0.00 0.00 0.00 0.00
sn1998be   0.6400 0.6400 0.000 42.73025513 0.22508219 0.00 0.00 0.00 0.00 0.00 0.00 0.00
sn1998ba   0.4300 0.4300 0.000 42.20284653 0.14345956 0.00 0.00 0.00 0.00 0.00 0.00 0.00
sn1998ay   0.6400 0.6400 0.000 43.18818283 0.18654349 0.00 0.00 0.00 0.00 0.00 0.00 0.00
sn1998ax   0.4970 0.4970 0.000 42.40903473 0.15848877 0.00 0.00 0.00 0.00 0.00 0.00 0.00
sn1998aw   0.4400 0.4400 0.000 41.99644089 0.12776127 0.00 0.00 0.00 0.00 0.00 0.00 0.00
sn1998as   0.3550 0.3550 0.000 41.51671600 0.13096622 0.00 0.00 0.00 0.00 0.00 0.00 0.00
sn1997ez   0.7800 0.7800 0.000 43.49076462 0.15111554 0.00 0.00 0.00 0.00 0.00 0.00 0.00
sn1997eq   0.5400 0.5400 0.000 42.43391037 0.12136680 0.00 0.00 0.00 0.00 0.00 0.00 0.00
sn1997ek   0.8600 0.8600 0.000 43.74510193 0.15615059 0.00 0.00 0.00 0.00 0.00 0.00 0.00
04Eag      1.0200 1.0200 0.000 44.19939804 0.22307560 0.00 0.00 0.00 0.00 0.00 0.00 0.00
04Gre      1.1400 1.1400 0.000 44.28390884 0.28051645 0.00 0.00 0.00 0.00 0.00 0.00 0.00
04Man      0.8540 0.8540 0.000 43.91536713 0.21911249 0.00 0.00 0.00 0.00 0.00 0.00 0.00
04Mcg      1.3700 1.3700 0.000 44.79104614 0.32451323 0.00 0.00 0.00 0.00 0.00 0.00 0.00
04Omb      0.9750 0.9750 0.000 44.22849274 0.20060691 0.00 0.00 0.00 0.00 0.00 0.00 0.00
04Pat      0.9700 0.9700 0.000 44.58423615 0.24042107 0.00 0.00 0.00 0.00 0.00 0.00 0.00
04Rak      0.7400 0.7400 0.000 43.41739273 0.19633177 0.00 0.00 0.00 0.00 0.00 0.00 0.00
04Sas      1.3900 1.3900 0.000 44.82741165 0.59126467 0.00 0.00 0.00 0.00 0.00 0.00 0.00
04Yow      0.4600 0.4600 0.000 42.16150284 0.19052935 0.00 0.00 0.00 0.00 0.00 0.00 0.00
05Fer      1.0200 1.0200 0.000 43.98105240 0.24121699 0.00 0.00 0.00 0.00 0.00 0.00 0.00
05Gab      1.1200 1.1200 0.000 44.24951172 0.24168022 0.00 0.00 0.00 0.00 0.00 0.00 0.00
05Lan      1.2300 1.2300 0.000 44.85226440 0.23625034 0.00 0.00 0.00 0.00 0.00 0.00 0.00
05Red      1.1900 1.1900 0.000 44.12073135 0.24575602 0.00 0.00 0.00 0.00 0.00 0.00 0.00
05Spo      0.8390 0.8390 0.000 43.59719849 0.21177180 0.00 0.00 0.00 0.00 0.00 0.00 0.00
05Str      1.0100 1.0100 0.000 44.44662094 0.19520253 0.00 0.00 0.00 0.00 0.00 0.00 0.00
05Zwi      0.5210 0.5210 0.000 42.43043137 0.19470882 0.00 0.00 0.00 0.00 0.00 0.00 0.00
sn2002dc   0.4750 0.4750 0.000 42.18514633 0.21617958 0.00 0.00 0.00 0.00 0.00 0.00 0.00
sn2002dd   0.9500 0.9500 0.000 43.76984406 0.21295974 0.00 0.00 0.00 0.00 0.00 0.00 0.00
sn2002fw   1.3000 1.3000 0.000 44.94910431 0.35106024 0.00 0.00 0.00 0.00 0.00 0.00 0.00
sn2002hp   1.3050 1.3050 0.000 44.41570663 0.29203185 0.00 0.00 0.00 0.00 0.00 0.00 0.00
sn2002hr   0.5260 0.5260 0.000 43.02117920 0.23451610 0.00 0.00 0.00 0.00 0.00 0.00 0.00
sn2002kd   0.7350 0.7350 0.000 43.11435318 0.18304598 0.00 0.00 0.00 0.00 0.00 0.00 0.00
sn2002ki   1.1400 1.1400 0.000 44.02896118 0.77066135 0.00 0.00 0.00 0.00 0.00 0.00 0.00
sn2003ak   1.5510 1.5510 0.000 45.33173752 0.39590758 0.00 0.00 0.00 0.00 0.00 0.00 0.00
sn2003az   1.2650 1.2650 0.000 44.63126373 0.23196687 0.00 0.00 0.00 0.00 0.00 0.00 0.00
sn2003dy   1.3400 1.3400 0.000 44.95315170 0.25244045 0.00 0.00 0.00 0.00 0.00 0.00 0.00
sn2003eq   0.8400 0.8400 0.000 43.56203079 0.19566157 0.00 0.00 0.00 0.00 0.00 0.00 0.00
03D4au     0.4680 0.4680 0.000 42.49341965 0.15634175 0.00 0.00 0.00 0.00 0.00 0.00 0.00
04D4bk     0.8400 0.8400 0.000 43.35132980 0.32696447 0.00 0.00 0.00 0.00 0.00 0.00 0.00
04D3nr     0.9600 0.9600 0.000 43.58689117 0.42726052 0.00 0.00 0.00 0.00 0.00 0.00 0.00
04D3lu     0.8218 0.8218 0.000 43.53654861 0.34816280 0.00 0.00 0.00 0.00 0.00 0.00 0.00
04D3ki     0.9300 0.9300 0.000 44.63486481 0.68911904 0.00 0.00 0.00 0.00 0.00 0.00 0.00
04D3gt     0.4510 0.4510 0.000 41.84694290 0.13654411 0.00 0.00 0.00 0.00 0.00 0.00 0.00
04D3do     0.6100 0.6100 0.000 42.88269806 0.14610630 0.00 0.00 0.00 0.00 0.00 0.00 0.00
04D3cp     0.8300 0.8300 0.000 44.69223785 0.45796463 0.00 0.00 0.00 0.00 0.00 0.00 0.00
04D2gp     0.7070 0.7070 0.000 43.32028961 0.25095481 0.00 0.00 0.00 0.00 0.00 0.00 0.00
04D2fp     0.4150 0.4150 0.000 41.76968384 0.12867036 0.00 0.00 0.00 0.00 0.00 0.00 0.00
04D1ag     0.5570 0.5570 0.000 42.64754868 0.14625272 0.00 0.00 0.00 0.00 0.00 0.00 0.00
03D4fd     0.7910 0.7910 0.000 43.33485794 0.19213955 0.00 0.00 0.00 0.00 0.00 0.00 0.00
03D4cz     0.6950 0.6950 0.000 43.15595245 0.17715414 0.00 0.00 0.00 0.00 0.00 0.00 0.00
03D4at     0.6330 0.6330 0.000 43.20035172 0.20473313 0.00 0.00 0.00 0.00 0.00 0.00 0.00
03D3bh     0.2486 0.2486 0.000 40.62917709 0.14417034 0.00 0.00 0.00 0.00 0.00 0.00 0.00
03D3af     0.5320 0.5320 0.000 42.65102005 0.19854437 0.00 0.00 0.00 0.00 0.00 0.00 0.00
03D1fc     0.3310 0.3310 0.000 40.92590714 0.12486893 0.00 0.00 0.00 0.00 0.00 0.00 0.00
03D1bp     0.3460 0.3460 0.000 41.28163528 0.13399072 0.00 0.00 0.00 0.00 0.00 0.00 0.00
04D4dw     0.9610 0.9610 0.000 44.08601379 0.54123276 0.00 0.00 0.00 0.00 0.00 0.00 0.00
04D4an     0.6130 0.6130 0.000 42.95771027 0.14705530 0.00 0.00 0.00 0.00 0.00 0.00 0.00
04D3nh     0.3402 0.3402 0.000 41.26279831 0.12421613 0.00 0.00 0.00 0.00 0.00 0.00 0.00
04D3lp     0.9830 0.9830 0.000 43.96860886 0.87380505 0.00 0.00 0.00 0.00 0.00 0.00 0.00
04D3is     0.7100 0.7100 0.000 43.03031158 0.18497665 0.00 0.00 0.00 0.00 0.00 0.00 0.00
04D3fq     0.7300 0.7300 0.000 43.31128693 0.17206116 0.00 0.00 0.00 0.00 0.00 0.00 0.00
04D3df     0.4700 0.4700 0.000 42.29503632 0.14944993 0.00 0.00 0.00 0.00 0.00 0.00 0.00
04D3co     0.6200 0.6200 0.000 43.09585190 0.15052176 0.00 0.00 0.00 0.00 0.00 0.00 0.00
04D2gc     0.5210 0.5210 0.000 42.28133392 0.17170358 0.00 0.00 0.00 0.00 0.00 0.00 0.00
04D2cf     0.3690 0.3690 0.000 41.50994492 0.12712844 0.00 0.00 0.00 0.00 0.00 0.00 0.00
03D4gl     0.5710 0.5710 0.000 42.45639420 0.18478967 0.00 0.00 0.00 0.00 0.00 0.00 0.00
03D4dy     0.6040 0.6040 0.000 42.44229126 0.14259420 0.00 0.00 0.00 0.00 0.00 0.00 0.00
03D4cy     0.9271 0.9271 0.000 44.74382401 0.61667579 0.00 0.00 0.00 0.00 0.00 0.00 0.00
03D4ag     0.2850 0.2850 0.000 40.71171951 0.12880558 0.00 0.00 0.00 0.00 0.00 0.00 0.00
03D3ba     0.2912 0.2912 0.000 40.79360199 0.12832581 0.00 0.00 0.00 0.00 0.00 0.00 0.00
03D1gt     0.5480 0.5480 0.000 42.68455887 0.16311967 0.00 0.00 0.00 0.00 0.00 0.00 0.00
03D1ew     0.8680 0.8680 0.000 43.95513535 0.69704145 0.00 0.00 0.00 0.00 0.00 0.00 0.00
03D1ax     0.4960 0.4960 0.000 42.21943665 0.16044122 0.00 0.00 0.00 0.00 0.00 0.00 0.00
04D4dm     0.8110 0.8110 0.000 44.05576324 0.35653594 0.00 0.00 0.00 0.00 0.00 0.00 0.00
04D3oe     0.7560 0.7560 0.000 43.67204285 0.20410976 0.00 0.00 0.00 0.00 0.00 0.00 0.00
04D3nc     0.8170 0.8170 0.000 43.56784058 0.30503410 0.00 0.00 0.00 0.00 0.00 0.00 0.00
04D3ks     0.7520 0.7520 0.000 43.14350128 0.17904639 0.00 0.00 0.00 0.00 0.00 0.00 0.00
04D3hn     0.5516 0.5516 0.000 42.40729141 0.14684641 0.00 0.00 0.00 0.00 0.00 0.00 0.00
04D3fk     0.3578 0.3578 0.000 41.38942719 0.12574908 0.00 0.00 0.00 0.00 0.00 0.00 0.00
04D3dd     1.0100 1.0100 0.000 44.68961716 0.91041255 0.00 0.00 0.00 0.00 0.00 0.00 0.00
04D2ja     0.7410 0.7410 0.000 43.48202133 0.16125505 0.00 0.00 0.00 0.00 0.00 0.00 0.00
04D2gb     0.4300 0.4300 0.000 41.83728027 0.13849455 0.00 0.00 0.00 0.00 0.00 0.00 0.00
04D1ak     0.5260 0.5260 0.000 42.67368698 0.15179729 0.00 0.00 0.00 0.00 0.00 0.00 0.00
03D4gg     0.5920 0.5920 0.000 42.52419281 0.19707580 0.00 0.00 0.00 0.00 0.00 0.00 0.00
03D4di     0.9050 0.9050 0.000 43.68609619 0.42469504 0.00 0.00 0.00 0.00 0.00 0.00 0.00
03D4cx     0.9490 0.9490 0.000 43.46796799 0.46737948 0.00 0.00 0.00 0.00 0.00 0.00 0.00
03D3cd     0.4607 0.4607 0.000 41.97417450 0.26134548 0.00 0.00 0.00 0.00 0.00 0.00 0.00
03D3ay     0.3709 0.3709 0.000 41.50231934 0.13203301 0.00 0.00 0.00 0.00 0.00 0.00 0.00
03D1fq     0.8000 0.8000 0.000 44.41998291 0.53799194 0.00 0.00 0.00 0.00 0.00 0.00 0.00
03D1co     0.6790 0.6790 0.000 43.41700745 0.17560168 0.00 0.00 0.00 0.00 0.00 0.00 0.00
03D1aw     0.5817 0.5817 0.000 42.83749771 0.18418576 0.00 0.00 0.00 0.00 0.00 0.00 0.00
04D4bq     0.5500 0.5500 0.000 42.39997101 0.15823017 0.00 0.00 0.00 0.00 0.00 0.00 0.00
04D3ny     0.8100 0.8100 0.000 43.72784805 0.49192205 0.00 0.00 0.00 0.00 0.00 0.00 0.00
04D3ml     0.9500 0.9500 0.000 43.78078079 0.42102110 0.00 0.00 0.00 0.00 0.00 0.00 0.00
04D3kr     0.3373 0.3373 0.000 41.18128967 0.12486774 0.00 0.00 0.00 0.00 0.00 0.00 0.00
04D3gx     0.9100 0.9100 0.000 44.40793610 0.39446184 0.00 0.00 0.00 0.00 0.00 0.00 0.00
04D3ez     0.2630 0.2630 0.000 40.63994598 0.12332451 0.00 0.00 0.00 0.00 0.00 0.00 0.00
04D3cy     0.6430 0.6430 0.000 43.01203156 0.16128556 0.00 0.00 0.00 0.00 0.00 0.00 0.00
04D2iu     0.6910 0.6910 0.000 43.14071655 0.17086151 0.00 0.00 0.00 0.00 0.00 0.00 0.00
04D2fs     0.3570 0.3570 0.000 41.35886765 0.12906854 0.00 0.00 0.00 0.00 0.00 0.00 0.00
04D1aj     0.7210 0.7210 0.000 43.12855911 0.18553780 0.00 0.00 0.00 0.00 0.00 0.00 0.00
03D4gf     0.5810 0.5810 0.000 42.79180908 0.14750570 0.00 0.00 0.00 0.00 0.00 0.00 0.00
03D4dh     0.6268 0.6268 0.000 42.70734024 0.14536436 0.00 0.00 0.00 0.00 0.00 0.00 0.00
03D4cn     0.8180 0.8180 0.000 43.57313538 0.56229913 0.00 0.00 0.00 0.00 0.00 0.00 0.00
03D3aw     0.4490 0.4490 0.000 41.90458298 0.15033495 0.00 0.00 0.00 0.00 0.00 0.00 0.00
